serial_no,race,education,income,gender,age
0014956,47,13,000000,2,28
0014976,47,11,043000,2,51
0014976,47,11,003000,1,28
0014995,47,10,000000,2,93
0015007,47,15,099000,1,54
0015007,47,10,030000,2,54
0015007,47,13,026000,1,24
0015064,47,13,040000,2,57
0015064,47,13,000000,2,32
0015078,37,06,000000,1,64
0015084,47,09,022000,2,31
0015084,47,09,051000,1,33
0015084,47,02,,2,10
0015165,47,09,000000,1,81
0015165,47,06,000000,2,71
0015253,47,14,090000,1,52
0015253,47,14,020000,2,51
0015298,47,06,000000,2,82
0015350,47,14,019000,1,57
0015350,47,14,054000,2,57
0015358,01,04,000000,1,15
0015384,47,09,000000,2,81
0015394,47,09,035000,1,27
0015394,47,09,022000,2,21
0015394,47,02,,1,06
0015394,47,00,,2,02
0015394,47,00,,1,00
0015395,47,10,000000,1,46
0015395,47,11,055000,2,43
